,ticker,ano,open,low,high,close,id,lpa,vpa,dividendos,roe,roic,ebit_dl
0,CMIG4,2010,4.1315958,3.293745,4.1641383,3.812991,CMIG42010,,,0.2890489728113066,,,
1,CMIG4,2011,3.8325448,3.6565605999999997,5.0187444999999995,4.9768593,CMIG42011,3.4840690782002155,19.224732750598974,0.3177555069197475,0.18122847913668208,0.12916747695742736,0.41740262115401405
2,CMIG4,2012,5.0037855,4.3829754,7.7035847,4.9787854000000005,CMIG42012,3.37973271721857,16.225675097196405,1.057578309040708,0.20829535270323182,0.12981538136948134,0.4196934986178015
3,CMIG4,2013,5.05126,4.6866908,6.1580154,5.0611848,CMIG42013,3.4717303680684313,10.484179905023824,0.6976824538365453,0.3311399078915884,0.1337847843856843,0.8456792115582636
4,CMIG4,2014,4.9591164,4.5473232,7.8141404,5.8041236000000005,CMIG42014,2.2659301167263246,10.250026611759061,1.1619129854794519,0.22106577890508095,0.13414796870453938,0.46520783886833855
5,CMIG4,2015,5.543736,2.6307987,6.9692327999999995,2.7131466,CMIG42015,2.623122679414891,11.361909596279755,0.23013132286133772,0.2309140647433249,0.1644057269601641,0.5183531034421192
6,CMIG4,2016,2.6119104,1.9063439999999998,4.6008559,3.6348588,CMIG42016,0.7336790478868674,11.324604676361291,0.23282997587029833,0.06481469270802352,0.06222649617743708,0.1594249245700143
7,CMIG4,2017,3.663036,3.0649892000000003,5.6542248,3.2696391,CMIG42017,0.07190815050657667,10.555103023254706,0.057965047884279454,0.00685644469902516,0.04379056966478393,0.09471943879466152
8,CMIG4,2018,3.3267507000000003,3.1411379999999998,7.0432362,7.0432362,CMIG42018,0.8924992047997192,10.26415113741061,0.2906899334603175,0.08700166721755262,0.08986789763830401,0.25934244986065025
9,CMIG4,2019,7.419282,6.6507868000000006,8.2557874,7.3426588,CMIG42019,2.489958539902602,11.798876711051639,0.3112447753620014,0.21345183069475968,0.027161735256841738,0.2050303632322522
10,CMIG4,2020,7.3426588,4.374912699999999,8.5752521,8.2720516,CMIG42020,1.336155606708666,11.39240705526643,0.24391064077409344,0.11733774832982617,0.1048175308065358,0.3619958349023759
11,CMIG4,2021,8.421199999999999,6.702819999999999,9.926181,8.7019632,CMIG42021,2.39841392448868,11.968707813214186,0.38842722468628527,0.20825154540392665,0.17874698974730324,0.8417567625022786
12,CMIG4,2022,8.800999200000001,8.1077472,11.675852500000001,10.2638144,CMIG42022,1.6574116766324258,9.57549045572055,0.7639840502034559,0.17316600192787138,0.1426047006241556,0.6924103260527795
13,CMIG4,2023,10.1454208,9.5534528,12.9460466,11.411349600000001,CMIG42023,1.8577068563181762,11.09943212661564,1.1870504563031705,0.2163980078880352,0.17703374083145643,0.9595033511626964
14,CMIG4,2024,11.43123,11.311947600000002,13.34,13.23,CMIG42024,2.618492294120346,11.199926318644154,1.18572389065,0.23389940610077561,0.17820976147883746,0.9614944794821585
15,CMIG3,2010,3.47459,2.7561036,3.5284816,3.2542854,CMIG32010,,,0.3211990537860241,,,
16,CMIG3,2011,3.2682723,3.1781344999999996,4.622436,4.622436,CMIG32011,3.4840690782002155,19.224732750598974,0.3592492519846154,0.18122847913668208,0.12916747695742736,0.41740262115401405
17,CMIG3,2012,4.622436,4.5411624,7.533504,5.5971191,CMIG32012,3.37973271721857,16.225675097196405,1.2102020162557081,0.20829535270323182,0.12981538136948134,0.4196934986178015
18,CMIG3,2013,5.6549249999999995,5.303063000000001,7.2143999999999995,5.942431,CMIG32013,3.4717303680684313,10.484179905023824,0.7986503776760563,0.3311399078915884,0.1337847843856843,0.8456792115582636
