ticker,estatal
CMIG4,True
CMIG3,True
TAEE11,False
TAEE3,False
TAEE4,False
CPLE6,True
CPLE3,True
CSMG3,True
SAPR11,True
SAPR3,True
SAPR4,True
SBSP3,True
BRSR3,True
BRSR5,True
BRSR6,True
ITSA3,False
ITSA4,False
SANB11,False
SANB3,False
SANB4,False
BBAS3,True
BBDC4,False
BBDC3,False
ITUB3,False
ITUB4,False
BBSE3,True
PSSA3,False
WIZC3,False
UGPA3,False
ENAT3,False
VIVT3,False
TIMS3,False
